review_dates,reviews,vader_score_review,vader_sentiment_review,source
2023-09-14,"LOVE. Best series on Netflix since Stranger Things. Inaki Godoy is an absolute treasure and a star in the making. The entire cast is great. Excited for this series to live on and ""follow its dreams"" for many seasons to come. Bravo!",0.9675,Positive,Rotten Tomatoes
2023-09-14,A great companion for One Piece anime! It changes a few things but maintains the full spirit of both the anime and manga and I hope more seasons are to come,0.829,Positive,Rotten Tomatoes
2023-09-14,"Dobrze się ogląda, dużo się dzieje, świetnie dobrani aktorzy. Barwny, intrygujący, przerysowany, pomysłowy. Fajne kostiumy i efekty. Bohater na początku irytuje",0.0,Neutral,Rotten Tomatoes
2023-09-13,"Went in with zero experience with One Piece and with expectations tempered (Cowboy Beebop) yet hopeful (Arcane) and ended up really enjoying it! I had fun, and all too often lately movies and shows just don't seem to care about delivering that. It was over the top, goofy yet poignant, the pacing was great, the acting was outstanding and I really ended up getting into it. It was cartoony enough that the effects didn't break immersion, and I loved the mix of technology and clothing so that you never felt it was a period piece so nothing looked out of place. I'm impressed! Well done, Netflix!",0.9809,Positive,Rotten Tomatoes
2023-09-13,"Good, but bad compared to the anime, zoro vs mihawk, luffy can swim (buggy/baby luffy...), no heart in acting what character care about(mostly but not all)",-0.6189,Negative,Rotten Tomatoes
2023-09-13,"A delightful show full of comedy and silly little lessons on each story that as silly as they are we can take it to our heart and life. This is a show that you watch when feeling down, it brings a smile to my face.",0.9287,Positive,Rotten Tomatoes
2023-09-13,"Great family TV program. No profanity, no Woke stuff.",0.5842,Positive,Rotten Tomatoes
2023-09-13,"Best show I've seen in a few years by far. Hoping the folks directing ""the Witcher"" learn by this and follow the darn source material. Simply fenomenal, can't wait for season two!",0.807,Positive,Rotten Tomatoes
2023-09-13,"Never watched the anime, but the story is really catchy! Great show",0.8105,Positive,Rotten Tomatoes
2023-09-13,"When I first started seeing the trailers for this I tried watching the anime. I remembered that my kids had loved this show. It (the anime) didn't do anything for me. This live action version is terrific. The most notable difference for myself is the difference in the intro. The fact that Luffy has an accent in the live version adds to the authenticity for myself. In short, I kinda hate the anime but love this version",0.8441,Positive,Rotten Tomatoes
2023-09-13,As a person who doesn't watch too much anime I found this very good. The acting the story and oh my God the setting were amazing 👏,0.8439,Positive,Rotten Tomatoes
2023-09-13,"English language first - German afterwards -------------------------------- Season 1 - OnePiece. 8 episodes that try to capture the charm of the anime and bring it to real life. My conclusion: Yes, they did it - I watched it in German. Especially two factors play an important role. 1) The German dubbing voices from the anime were used here. This is not only good for the plot, but you can recognise the idiosyncrasies of the individual characters and awaken old memories. 2) The actors themselves. With each episode they grow more and more into their roles and give them their own profile, which in the end is what makes ""The Straw Hat Gang"" so special. Everyone is obviously having fun here in acting/ playing and therefore there is a pleasant lightness to be felt. But also the supporting roles are well cast and you get the feeling that everyone is making the most of his screentime. Another point are the different background stories of the actors. Each character gets an episode to himself, which brings calmness but also a pleasant structure to the series and season 1. Maybe not everything is perfect. Maybe some things are exaggerated. Maybe maybe maybe... of course this is a personal view. For me, season 1 fits and makes me want to watch season 2. If Netflix follow this charm, if the characters continue pushing the main story and also the individual side plots with so much ease, then I look forward to more. It's good to follow the manga as much as possible. Of course not everything is possible but they should try to do as much as possible. My opinion: Watch it and have fun. -------------------------------- Staffel 1 - Einteilig. 8 Episoden, die versuchen, den Charme des Anime einzufangen und ihn ins reale Leben zu bringen. Mein Fazit: Ja, sie haben es geschafft - ich habe es auf Deutsch gesehen. Vor allem zwei Faktoren spielen dabei eine wichtige Rolle. 1) Die deutschen Synchronstimmen aus dem Anime wurden hier verwendet. Das ist nicht nur gut für die Handlung, sondern man kann die Eigenheiten der einzelnen Charaktere erkennen und alte Erinnerungen wecken. 2) Die Schauspieler selbst. Mit jeder Folge wachsen sie mehr und mehr in ihre Rollen hinein und geben ihnen ein eigenes Profil, was ""Die Strohhutbande"" letztlich so besonders macht. Alle haben hier sichtlich Spaß am Schauspielen/Spielen und so ist eine angenehme Leichtigkeit zu spüren. Aber auch die Nebenrollen sind gut besetzt und man hat das Gefühl, dass jeder das Beste aus seiner Screentime macht. Ein weiterer Punkt sind die unterschiedlichen Hintergrundgeschichten der Schauspieler. Jeder Charakter bekommt eine Episode für sich, was Ruhe, aber auch eine angenehme Struktur in die Serie und Staffel 1 bringt. Vielleicht ist nicht alles perfekt. Vielleicht sind einige Dinge übertrieben. Vielleicht, vielleicht, vielleicht... das ist natürlich eine persönliche Ansicht. Für mich passt Staffel 1 und macht mir Lust auf Staffel 2. Wenn Netflix diesem Charme folgt, wenn die Charaktere die Haupthandlung und auch die einzelnen Nebenhandlungen weiterhin mit so viel Leichtigkeit vorantreiben, dann freue ich mich auf mehr. Es ist gut, dem Manga so weit wie möglich zu folgen. Natürlich ist nicht alles möglich, aber sie sollten versuchen, so viel wie möglich zu machen. Meine Meinung: Zuschauen und Spaß haben.",-0.9763,Negative,Rotten Tomatoes
2023-09-13,"One of the best life actions I've ever seen if not the best. It really takes care of detail, which is a huge task to be honest. What I loved the most is the energy and commitment that the cast keep during the whole show. Can't wait for season 2!",0.9588,Positive,Rotten Tomatoes
2023-09-13,Original and fun. Maybe not the serie of teh century like some overhype it but definitely entertaining.,0.899,Positive,Rotten Tomatoes
2023-09-13,"They did it!! Netflix actually respected the source Material, Cast well, adapted a story well and made the action and look HIT! I'm so happy this wasn't just good but awesome! Kept me generally enthralled, and excited to watch the next episode. No Message beyond what was in the Manga, no social justice B.S. no stupid casting just for the sake of it, and kept the characters deep and likeable! They did a great job of fleshing out each character. super fun and over the top. couldn't be happier. So Excited for Season 2!",0.988,Positive,Rotten Tomatoes
2023-09-13,"This is so fantastic, I'm gutted it's only 8 episodes long! Can't wait for season 2! The cast are incredible. The story is imaginative. I haven't seen the manga series but the live action has a sense of manga to it. It's funny and full of action. So glad I watched it.",0.9266,Positive,Rotten Tomatoes
2023-09-13,This is a great adaption with respect for the source material! Good stuff!,0.893,Positive,Rotten Tomatoes
2023-09-13,"Going into this blind without any information about the manga or anime, I now a feel strong desire to watch the anime having watched this lukewarm adaptation from Neftlix.",0.4357,Positive,Rotten Tomatoes
2023-09-12,"This is even better than the anime, the action and actors pair well together.",0.6124,Positive,Rotten Tomatoes
2023-09-12,"This show really surprised me. Adaptations of anime are usually pretty bad. I got one episode into Cowboy Bebop before I was out. I never watched the original anime, but I could tell there was just no heart in the adaptation. With One Piece, I also never watched the original, but I know enough about anime to know that season 1 has absolutely mastered taking the ridiculous aspects of anime that make it kind of fun and embracing them, rather than casting them aside. The CGI was better than I expected (making a rubber man is not easy to make look even slightly realistic). The acting was solid. Inaki Godoy (Monkey D. Luffy) was absolutely perfect for this role. His unhinged smile and how much fun he clearly had with the character made what could have been a one-note character work so well. Mackenyu (Roronaoa Zoro) gave a great performance as a stoic samurai. Emily Rudd (Nami) was perfect as well. The showrunners fought the all too common urge nowadays to make the female character perfect. She was flawed, she was complex, she was allowed to be an interesting character. I'm not going to single out actors, but there was one character that gave a very wooden performance that often took me out of the scene, but that is a minor grievance. I watched a few episodes of the anime afterwards, and they were very respectful of the source material. It is not easy to make a good live action anime, but this fun, pirate/samurai/clown/fish-people/stretchy-man show has nailed it. I can't wait for season 2.",0.9911,Positive,Rotten Tomatoes
2023-09-12,though i never watch the anime nor read the manga but this is a great series,0.7684,Positive,Rotten Tomatoes
2023-09-12,"If, like me, you never read the popular manga, then you'll probably find this adaptation kind of stupid real fast. Felt very much for kids.",-0.5461,Negative,Rotten Tomatoes
2023-09-12,It was an absolute blast to watch bear anime to live action show yet!!! 5 stars,0.0,Neutral,Rotten Tomatoes
2023-09-12,"Wow. Just wow. I've never seen one minute of anime or manga, but the writing and the production values are amazing. I've only watched the first episode, but I have a feeling the rest won't disappoint.",0.953,Positive,Rotten Tomatoes
2023-09-12,"Normally I don't like Netflix series… most of them are full of trash and WOKE ideology. But, I must say that ONE PIECE, is definitely a good one. I'm a fan of the anime version, and this one didn't disappointed me, was quickly, enjoyable and full of excitement. 10/10.",0.9693,Positive,Rotten Tomatoes
2023-09-12,O live action de One Piece nos trouxe a melhor adaptação de um anime para a vida real até hoje.,0.0,Neutral,Rotten Tomatoes
2023-09-12,"Lo unico que extraño es la musica del anime, de ahi, me parece 10/10",0.0,Neutral,Rotten Tomatoes
2023-09-12,"Loved ep 1. Sailed through ep 2 & 3. Hated ep 4 (hoped it was just a garbage episode, happens sometimes). Feel asleep on ep 5. Couldn't even finish ep 6, don't want to continue. Writing is bad (as in deciding which lines to pluck from the original, which ones to add, scenes order, doing proper character development, etc.). Direction is awful overall tbh as it so clearly misses the spirit of the original series. Casting is mediocre. Acting is mediocre and that's being very generous. Pacing is just off more than half the time. And why does it feel like it's set in 2023 when it's about pirates? Time setting is a thing, guys - please at least try. But most importantly - it really, REALLY lacks the pizzazz. The grandeur. The punch. The theater! Ugh... so disappointed. I'm so glad many people like the show! I wish I felt anywhere close to that. But I couldn't finish season 1 and have zero excitement for season 2.",0.9648,Positive,Rotten Tomatoes
2023-09-12,Best show ive ever watched,0.6369,Positive,Rotten Tomatoes
2023-09-12,Amazing I like all of episode I like all of it it very amazing for the first time,0.9168,Positive,Rotten Tomatoes
2023-09-12,The best series anime live action,0.6369,Positive,Rotten Tomatoes
2023-09-12,cant waiy for season 2 they must give us a special episode or something,0.4019,Positive,Rotten Tomatoes
2023-09-12,"Is awesome, is exactly like the anime, they respect the original material... that's what the fans want",0.9062,Positive,Rotten Tomatoes
2023-09-11,"Apesar de poucos episódios e ser muito corrida A tão esperada adaptação live action de One Piece, produzida pela Netflix, é um verdadeiro presente para os fãs da icônica obra de Eiichiro Oda. Com uma produção de alto nível, enredos cativantes e uma abordagem fiel à essência da história original, a série supera as expectativas dos fãs mais fervorosos. Em primeiro lugar, é impossível não elogiar o elenco cuidadosamente selecionado. Cada membro desempenha seu papel com maestria, capturando a filosofia e as peculiaridades de seus respectivos personagens. Desde o carismático Monkey D. Luffy de um entusiasmado e determinado protagonista, até o multitalentoso Zoro interpretando um espadachim destemido, cada ator adiciona uma camada de autenticidade à narrativa. Além disso, os efeitos especiais apresentados na série são de tirar o fôlego. Cada detalhe, desde as batalhas eletrizantes até as ilhas exóticas, é visualmente impressionante. A Netflix investiu adequadamente na qualidade de produção, criando um cenário imersivo que transporta os espectadores para o vasto mundo de One Piece. Um aspecto notável dessa adaptação é a história. A Netflix soube honrar o enredo original, mantendo a trama fiel aos acontecimentos do mangá e anime. Ao mesmo tempo, os roteiristas acrescentaram elementos inovadores que proporcionam uma experiência refrescante, mantendo os espectadores ansiosos por mais aventuras. Outro ponto positivo é a forma como a série aborda os temas centrais de One Piece, como amizade, companheirismo e a busca pelos sonhos. A mensagem inspiradora transmitida pela história original é preservada, e os momentos emocionantes são tratados com sensibilidade e impacto. Por fim, é importante ressaltar a direção competente da equipe por trás das câmeras. A escolha dos locais de filmagem e a atenção aos detalhes históricos e culturais são louváveis. A série consegue incorporar tanto a ação eletrizante como as nuances emocionais de cada personagem, deixando os fãs satisfeitos e ansiosos por mais episódios. Em síntese, a série live action de One Piece da Netflix é uma obra de arte cinematográfica, trazendo à vida a famosa história de piratas e aventuras da maneira mais genuína possível. Com um elenco talentoso, cenários de tirar o fôlego e uma trama envolvente, a série é um presente aos fãs há muito tempo esperado. Sem dúvida, é uma experiência imperdível para qualquer amante desse fascinante universo criado por Eiichiro Oda.",0.7096,Positive,Rotten Tomatoes
2023-09-11,"I saw a couple episodes of the anime. So, I knew a little about the series. The show was weird in a good way. Entertaining.",0.6249,Positive,Rotten Tomatoes
2023-09-11,"I've had middle expectations since the series and welp, two episodes at a time while rewatching the classical One Piece for the fun of it and yeah, it's actually pretty good. Even to say, this is the best of anime live-action adaptions there is especially when Eiichiro Oda, the creator of the One Piece, is involved. Minor gripes aside, I've had laughs, the feels and excitement with every episode there is to come. Whether you're getting into the series or even looking to start, anime, manga or even the live-action versions, the One Piece is indeed real. For every episode, here they are: Ep. 1 - 8/10, Ep. 2 - 10/10, Ep. 3 - 8/10, Ep. 4 - 9/10, Ep. 5 - 8/10, Ep. 6 - 7/10, Ep. 7 - 8/10, Ep. 8 - 10/10. And overall within the series, a 9/10 and if a second series is being made, I will certainly look forward to it as long as we see Eiichiro Oda cook his creations.",0.9781,Positive,Rotten Tomatoes
2023-09-11,I love it. I couldn't get into the anime but this was awesome I fell in love with the characters. Story is fantastic. I want more,0.9698,Positive,Rotten Tomatoes
2023-09-11,"Anime is better, but this adaptation is very decent. 10/10",0.2382,Positive,Rotten Tomatoes
2023-09-11,The feeling of adventure,0.4215,Positive,Rotten Tomatoes
2023-09-11,"This practically brought me to tears of joy. I've become so disillusioned by my favourite franchises being degraded by disingenuous woke identity politics that I'd totally checked out from watching anything. But I read One Piece the manga and I thought I'd give the series a try and it has restored my faith that great series with compelling narratives and performances are still possible! It made me feel like a child again and restored that sense of adventure. I think the casting choices are spot on, I was really impressed by the adaption, the score. I can't wait for season 2!",0.9789,Positive,Rotten Tomatoes
2023-09-11,"I expected this to be woke B garbage, but it was actually pretty good. According to my wife it actually stayed relatively true to the source material. Over all worth the watch.",0.9349,Positive,Rotten Tomatoes
2023-09-11,"Incredible! Netflix is awful and will wither and cancel this show as always, though certainly the show is stellar right now!",-0.5342,Negative,Rotten Tomatoes
2023-09-11,the series enbody the spirit of the manga i've been following for 26 years,0.1779,Positive,Rotten Tomatoes
2023-09-11,"One Piece é fiel ao mangá e o anime. Eu não era próximo de One Piece e está série me fez interessar mais pelo o universo. Todos os episódios são muito bons. Maioria dos dubladores da série são os mesmos do anime que da uma imersão melhor aos fãs. O Iñaki Godoy está incrível como Luffy e está muito carismático. Você tem empatia por todos os personagens, que passam por muitas dificuldades. A série fala muito sobre sonhos e como você não pode desistir deles. Cada personagem dos ""Piratas do Chapéu de Palha"" estão correndo atrás de um sonho como o Luffy que está tentando virar o Rei dos Piratas. Estou ansioso para chegada da segunda temporada. Nota: 9",0.0,Neutral,Rotten Tomatoes
2023-09-11,"Différent de l'animé certes, mais peu importe, c'est une nouvelle expérience et pour ma part je trouve la saison entière fantastique et totalement réussie. Merci Netflix d'avoir enfin su respecter un manga et l'adapter comme il se doit.",0.4767,Positive,Rotten Tomatoes
2023-09-11,"Absolutely amazing, and brilliant, it's made in a way that anyone who hasn't seen the anime or manga can enjoy it, but it's also full of references and very faithful to the source material, so fans will also really enjoy it.",0.9452,Positive,Rotten Tomatoes
2023-09-11,The best live action remake of an anime I have ever seen. I loved every minute of the One Piece live action. Long Live One Piece!,0.8553,Positive,Rotten Tomatoes
2023-09-10,"AUTHENTIC IMMERSIVE FANTASY. I have not written many reviews, but this show encouraged me. For the first time in a decade, we get a true fantasy experience unburdened by Hollywood self-indulgent ""current day"" divisive cultural BS. The series originated in a less political era and from a less political country, and boring Hollywood finally failed to spoil genuinely wonderful IP. They have ruined Marvel. Ruined Star Wars. Ruined DC. Ruined Witcher. Ruined Star Trek. Ruined Pixar. Ruined Indiana Jones. There is nothing modern Hollywood can't seem to ruin. But they DID NOT ruin this…which makes me think this was not produced anywhere in California. The more studios leave California, the better our entertainment will be.",-0.9118,Negative,Rotten Tomatoes
2023-09-10,Exceeded my expectation by a mile,0.0,Neutral,Rotten Tomatoes
2023-09-10,Season 1 was so good. Can't wait for season 2 to come out.,0.5777,Positive,Rotten Tomatoes
2023-09-10,"Came into this show completely blind. Had never heard of it. Didn't know anything about it. Best show Netflix has put out in ages!!! Couldn't be any better!!!! The cast is just unbelievably talented. Kudos to Inaki Godoy as Luffy. Goofy optimism and he just nails it. Mackenyu as Zoro...his fight scenes and dry humor as just spot on. The storyline is amazing as well as the special effects. The villains are amazing and jump off the screen. Arlong, the fish pirate and Buggy the Clown and throw in Milhawk the swordsman. The show just could not be any better. 8 episodes of pure joy. My only concern is time. I am hoping they continue this series but, as with Stranger Things, time is the enemy. Luffy is a young man in this series. Apparently, he remains a young man in most of his future adventures. As we speak now, Inaki Godoy, in real life, is 20 years old. He can't portray a young man for much longer. I am hoping they will continue this series but with time running against them, I hope they just shoot a bunch of shows in a row to keep us all happy. 10 out of 10. Could not be better.",0.9441,Positive,Rotten Tomatoes
2023-09-10,Best tv show that saw this year.,0.6369,Positive,Rotten Tomatoes
2023-09-10,"It's great! If it keeps coming like that next season, It's good enough for me. I love it. Do large-scale battles, Netflix Give One Piece All Your budget!",0.9133,Positive,Rotten Tomatoes
2023-09-10,"As a giant One Piece fan, when I heard they were making A live action adaptation I was really against the idea, but when I saw the first trailer I was really surprised at how well it looked but I still had my doubts, when I watched the first episode i was shocked, they did an amazing job. Overall I give the casting a 9/10, I give the presentation of the ships a 10/10, I give the special Effects and CGI a 9/10, and I give everything else a 10/10, I honestly hope they do a second season especially after they teased us with smoker at the end of the 8th episode.",0.9407,Positive,Rotten Tomatoes
2023-09-10,"It was nothing shy of a miracle not to screw this up and pull off a good show. May Netflix give these creators the time, money, and stuntmen to keep going.",0.8288,Positive,Rotten Tomatoes
2023-09-10,"Great representation of the source material. Some changes had to be made, but nothing major. It was nice to see a cast and writers who clearly cared for the source material and didn't seek to use a beloved franchise to push their own vision. I can't wait for the next season, though I hope that they get approved for more episodes. 8 episodes was not enough. Truly a fun and genuine experience. If they stay on this track, it will be a success for years to come",0.9889,Positive,Rotten Tomatoes
2023-09-10,So far I'm very impressed. I hope Netflix doesn't cancel it.,0.8072,Positive,Rotten Tomatoes
2023-09-10,"Unwatchable and absurd, like a looney tunes cartoon but not in a good way.",-0.3311,Negative,Rotten Tomatoes
2023-09-10,Me encanta esta mierda la voy a ver otra vez fijoooo.,0.0,Neutral,Rotten Tomatoes
2023-09-10,"As a long time OP anime and manga enjoyer I was skeptical about the live action however I think the live action has a lot going for it. The general spirit embodied in the show is on par for the original anime, and that is an incredible feat for a studio taking on this challenge. All of the love and care that went into writing, directing and designing this show has without a doubt made it such a popular phenomenon. My only gripe with the show is with certain changes in the story as well as how certain characters are played by their actors. For example Garp was far too serious for the majority of the season and I feel like some of the line deliveries for Luffy could be polished slightly, just to name a few critiques. However this show pulled off something incredible and while keeping in mind that this is only the first season, I have no doubt that the show will become even more polished after its resounding success in the seasons to come, as most shows tend to improve after their debut season. TLDR; show was great notwithstanding artistic liberties, the show will likely be even better in its second season, would recommend.",0.9928,Positive,Rotten Tomatoes
2023-09-10,"Thoroughly satisfying, creative pirate fantasy adventure that keeps the thread of seeking the quest for the elusive One Piece going that defies all odds! The charismatic cast and array of villains results is a fast-pace and very entertaining season!",0.7991,Positive,Rotten Tomatoes
2023-09-10,"As someone who grew up watching and reading one piece it was interesting to see the live action adaptation. I'm convinced all of these 5 star reviews are by people blinded by their love of the source material, and children under the age of 10. It just wasn't good. The acting is super corny and the costume design is incredibly cringe worthy. The goofy character designs work in the anime but not in the live action. Having most, if not all, of the background actors wearing normal looking clothes only makes the outlandish looks of the main cast stick out even more. Terrible wigs, weird fake sandal shoes that make me want to barf, corny facial hair, strange looking costume designs and an annoying main character/actor makes for an almost unwatchable tv show. It's better than any other live action anime adaptation but that is like saying something tastes better than literal poop. This feels like a block buster film that payed high schoolers to do the costume design. Think of the kid in your high school who thought it was cool to dress up like an anime character every day. That is basically what these actors look and feel like.",0.8873,Positive,Rotten Tomatoes
2023-09-10,"I am purely an outsider experiencing One Piece for the first time. There is obviously a difference in culture here, as this is a mess. I have questions like, are the actors told to do a poor job on purpose? Or why does this seems like a Nickelodeon kids show that has blood instead of green slime? If they are trying to match the source material, that's fine, but isn't the point of making a live action version to present the series in a different way. One star seems harsh but it is a fair reflection of how much I wanted to turn it off after the first Home Alone starring Mr. Fantastic fight. I was half expecting a paint can to come flying in.",-0.2869,Negative,Rotten Tomatoes
2023-09-10,Brings the inner child out in anyone lucky enough to watch. Absolute joy throughout. Yahoooooo!,0.784,Positive,Rotten Tomatoes
2023-09-10,INCREDIBLE!!!!! A NEW ERA FOR LIVE ACTION ANIME! FOLLOW YOUR DREAMS,0.5951,Positive,Rotten Tomatoes
2023-09-10,"Incredibly fun, with astonishing digital and practical effects, that only improves the nice story that is being told. I've never seen an anime so well adapted to live action before.",0.8987,Positive,Rotten Tomatoes
2023-09-10,It's very quirky and has some hidden positive messages to soak in. It's a positive and entertaining change to todays options that are out there. Worth a look see.,0.9001,Positive,Rotten Tomatoes
2023-09-10,Awesome anime adaptation,0.6249,Positive,Rotten Tomatoes
2023-09-10,"Maybe saw a few episodes as a kid, forever ago. Not knowing near-anything about One Piece, its a good show in its own right. That Netflix made a live-action series out of an anime, and didn't butcher it like every other attempt, is its own mark of merit.",0.5559,Positive,Rotten Tomatoes
2023-09-09,"This might be my all-time favorite show. It keeps it fresh and the pacing lightning-fast, all the while being faithful to the source material. Every time someone called out their special moves, I laughed.",0.9169,Positive,Rotten Tomatoes
2023-09-09,Phenomenal! Honestly THE BEST live adaptation I've seen to date. The cast was absolutely perfect and the chemistry is outstanding. The CGI and action scenes were realistic and some of the best I've seen and it follows the storyline perfectly. Way to go Netflix! Your best show yet!,0.9854,Positive,Rotten Tomatoes
2023-09-09,Best Anime Live action Adaptation ever.. take note cowboy bebop,0.6369,Positive,Rotten Tomatoes
2023-09-09,"It was just brilliant not perfect but it was as it should look in a true One Piece fashion, it was a fresh air to see anime Live Action adaptation breaking the Anime Live Action adaptation curse. A small message to the TOP CRITICS that are in the WOKE community If you do not UNDERSTAND One Piece and expect that the characters to have a sexuality and have a WOKE ideology that has nothing to do with the source materials I'm sorry to say this show is not MADE for you!!!!! If you also expect ROMANCE again this isn't made for you either!!!!!! This is about family, adventure and friendship in which Oda shown in his work of One Piece!!! Us true One Piece fans truly pleased to see this succeed as the story is truly spectacular and we would love to share this show for new fans who don't necessarily have to be fans of anime!!!! If you're not fans of anime but are fans of pirates this is a SHOW FOR YOU and I promise you you won't regret it!!!!! 🥰",0.9953,Positive,Rotten Tomatoes
2023-09-09,My husband and I both loved this show very much! The acting was great and the graphics were amazing! The storyline keeps you watching and wanting more! I hope that they keep this show on Netflix and renew it for many more seasons!,0.9527,Positive,Rotten Tomatoes
2023-09-09,Love the series i have no idea what is show about.just try and omg i love it and crave for more..my father love it also because he like pirate themes movies or series but he said it is little weird but i saw him cry and laugh in the series..very good netflix hoping for season 2 soon!,0.9426,Positive,Rotten Tomatoes
2023-09-09,"One of the best shows I've seen in a long time. Tons of action, funny, good story and the characters are well written and very likeable. I hope they continue making this show and I will be giving the cartoon version a watch when I finish this season",0.9636,Positive,Rotten Tomatoes
2023-09-09,So good! Funny and doesn't take itself too seriously (In the right way). Definitely meant for kids but those of us who are a bit older and grew up with manga will love this series.,0.8952,Positive,Rotten Tomatoes
2023-09-09,"I watched the original for many years - I never in my wildest dreams expected it to get the essence of the show so well, such a budget, and amazingly well acted. Definitely the gem I've been hoping for in a year or more!",0.9348,Positive,Rotten Tomatoes
2023-09-09,Miło spedzony czas przy tym serialu aczkolwiek na siłe wciskanie czarnych aktorów oraz to ze Sanji nie pali 1 gwazdkę mniej daje ;) ale tak to polecam,0.2263,Positive,Rotten Tomatoes
2023-09-09,"There has only been one other live adaption that has been this good. Rurouni Kenshin. This show has picked a near perfect cast, keeps you engrossed throughout each episode, pulls your heart strings, and has great and fun action. This has been such a godsend as all we've been getting from Hollywood was trash. Its fans that watch the show and they knew what the fans wanted to see and produced. 4.5 stars rounded up to 5.",0.9752,Positive,Rotten Tomatoes
2023-09-09,"The show doesn't take itself too seriously, yet it remains loyal to Oda's magnum opus. Cast is very good, music is spot on, with a couple of nice nods to the original anime series. It's perfect feel good adventure show with a couple of serious and surprising notes here and there. It felt like the people behind this cared about what they're doing. I hope they make a more of it with the same zest.",0.9799,Positive,Rotten Tomatoes
2023-09-09,"Authentic and true to the anime/manga, exactly what everyone wanted. No woke non-sense.",0.1531,Positive,Rotten Tomatoes
2023-09-09,Unbelievable adaptation! My wife and I loved it. We watched it almost in one go! Well Done creators and Netflix. This is how you do it. Not those other shitty anime adaptations,0.8836,Positive,Rotten Tomatoes
2023-09-09,"One word, FUN! Everything that Hollywood isn't anymore. Refreshing that someone finally heard the fans and chose no to the progressive messaging. I hope they can keep it going in season 2.",0.7206,Positive,Rotten Tomatoes
2023-09-09,"I love the cinematography, the costumes and the casting. I've seen people say that it's cartoonish or something but they need to understand that this is a manga and the manga is out of this world. The show runners did a great job translating it into the small screen. This was a joy to watch from start to finish. Some scenes made you cry, angry, happy and annoyed and you won't even notice that the show takes 40 to 50 minutes of your time because every time an episodes ends, you just keep wanting to watch more. The portrayal of the main cast is on point. I love to toned down Luffy because it makes him seem more relatable and real. I recommend this to everyone, Young, Old and people who don't watch anime or read manga.",0.9555,Positive,Rotten Tomatoes
2023-09-09,"Da uno che non ha mai letto il manga ne visto l'anime, l'ho apprezzata tantissimo, non vedo l'ora di vedere la seconda stagione.",0.34,Positive,Rotten Tomatoes
2023-09-09,Absolutely fantastic show. Phenomenal crew members. Everything is great. Full of twists and adventurous. Great storytelling. Emotional. Funny.,0.9583,Positive,Rotten Tomatoes
2023-09-09,Super adventurous with a feel good main character and a good story arch. The series is unique and funny but most of all I've enjoyed how the filming brings this all together by making it feel close to its anime roots.,0.9091,Positive,Rotten Tomatoes
2023-09-09,"Networks, show runners and writers take note when you make a show that follows close to source material and does not push nonsense agendas it will succeed Too bad so many others good IPs have been abused by the whinny hacks on strike",0.0828,Positive,Rotten Tomatoes
2023-09-09,"You don't need to have seen the anime to understand this series. I haven't seen the actual anime but this series blew me away! So many heartfelting scenes, funny scenes and great casting. One of my favourite shows on netflix!",0.9018,Positive,Rotten Tomatoes
2023-09-09,"La encontré muy atrapante y entretenida desde el minuto 1 La adaptación es excelente, conserva la idea original y es completamente fiel al espíritu de One Piece sin exageración. Lo único mejor que la adaptación es el castellano que encontraron para llevar a la vida real los personajes dibujados. Estos actores son lo mejor del show, adaptándose al desafío. Creo que estuvo a la altura del show y que es un producto entretenido y de calidad 👌 me sorprendió para bien",0.5904,Positive,Rotten Tomatoes
2023-09-09,For those wanting a live action adaptation that is as close to the feeling of watching anime this is the closest yet.,0.128,Positive,Rotten Tomatoes
2023-09-09,"I absolutely love it, have not seen that much of the anime, but as far as i can tell it seems spot on, the casting is perfect, really fun and pure wacky entertainment. Probably the best live adaptation i have ever seen, and it makes me smile just by thinking about it, for me that means it really really good in my book.",0.9863,Positive,Rotten Tomatoes
2023-09-09,"I didn't hesitate in giving it 5 stars, it deserves more! Amazing series, and I really hope there's a second season, and more! Such a fun, entertaining series that had me binge-watching to the extreme!",0.9372,Positive,Rotten Tomatoes
2023-09-09,"Honestly i was surpsised by this series. I have read the manga and watched the anime and i think they stayed true to the spirit, the characters and the world. Yes they had to merge many things together so they can fit into 8 episodes but that was done well. Some sense and sets looked a bit cheap otherwise i would have given it 5 stars.",0.824,Positive,Rotten Tomatoes
2023-09-09,"Well done script, acting, CGI and variety of characters without overloading each episode. Fun to watch or binge and can't wait for next season.",0.6597,Positive,Rotten Tomatoes
2023-09-09,This is the best anime adaptation ever made,0.6369,Positive,Rotten Tomatoes
2023-09-09,"Loved it! Perfect balance between anime and live action. Loved the characters and story. Fun, quirky and witty at times. Well made overall and Fresh.",0.9612,Positive,Rotten Tomatoes
2023-09-09,"Excelente, no me he visto la serie completa, pero a pesar de eso me gustó mucho, la banda sonora, las actuaciones, los escenarios, valgame, es magnífico !!!",-0.4724,Negative,Rotten Tomatoes
2023-09-09,"la verdad hasta ahora bien... pero es netflix me temo que la va a cagar en cualquier momento ya sabemos que sus cerebros woke (inclusivo).. les puede más..., hasta ahora muuuuyyy buena...veremos en el futuro...",0.0,Neutral,Rotten Tomatoes
2023-09-09,I am a 55yrs old Manga aficionado that never watched this show before. This was an amazing series full of humor and great action. The world that was created was spectacular. A must to see.,0.9001,Positive,Rotten Tomatoes
