review_dates,reviews,Likes,vader_score_review,vader_sentiment_review,source
2026-01-12,Where's Crocodile?,1,0.0,Neutral,YouTube
2026-01-13,Sophia Anne Caruso is here???!,1,0.0,Neutral,YouTube
2026-01-13,SHOW US KAROO,1,0.0,Neutral,YouTube
2026-01-13,Love the VFX!,1,0.6696,Positive,YouTube
2026-01-13,Love love loveeeeee can't waitttttttt,1,0.8555,Positive,YouTube
2026-01-13,I can only say mommy so many times.,1,0.0,Neutral,YouTube
2026-01-13,"Amazon, respond: We got INVINCIBLE!
Disney, respond: We got...... Nothing",1,0.7118,Positive,YouTube
2026-01-13,HYPE!!!,1,0.0,Neutral,YouTube
2026-01-13,OH,1,0.0,Neutral,YouTube
2026-01-13,"hell yeah, looks awesome",1,0.1779,Positive,YouTube
2026-01-13,wow,1,0.5859,Positive,YouTube
2026-01-13,wow,1,0.5859,Positive,YouTube
2026-01-13,"Baroque works looks amazing, loved to see the unluckies, Miss Wednesday and my favorite character Miss All Sunday. March can't come soon enough I swear",1,0.8519,Positive,YouTube
2026-01-13,I already know they are gonna break tons of record just like last time,1,0.3612,Positive,YouTube
2026-01-13,Absolute cinema,1,0.0,Neutral,YouTube
2026-01-13,Again….they can adapt this into a live action show that’s actually good but us dragon ball fans got evolution….life’s not fair sometimes I swear!,1,-0.2698,Negative,YouTube
2026-01-13,Looking forward to drunk luffy vs zoro,1,-0.34,Negative,YouTube
2026-01-16,"nah, im good.",1,0.3612,Positive,YouTube
2026-01-14,IVE SEEN THE UNLUCKIES GIVE ME KAROOOO NOWWW,1,0.0,Neutral,YouTube
2026-01-13,Zoro night showdown would be fire,1,-0.34,Negative,YouTube
2026-01-13,They better keep zoro’s aura pose while he got stuck in the wax,1,0.2263,Positive,YouTube
2026-01-13,1:12 Wooo!! Miss Wednesday perfume dance is real..LOL,1,-0.2924,Negative,YouTube
2026-01-13,"Three things. One the baroque works characters look just like their anime counterparts....except number 3. Besides him they look great. Two, the strawhats fits are FIRE. Three, that shot of Zoro, Ussop, and Sanji on the Merry going up the reverse mountain is CLEAN.",1,0.8934,Positive,YouTube
2026-01-13,The Lara Albova ITS SUCH AMAZING ACTRESS AS ROBIN!!!!!,1,0.7718,Positive,YouTube
2026-01-13,It seems so cool😎,1,0.7407,Positive,YouTube
2026-01-13,"Looks good... But how are they gonna make G2, G4 and even Haki color changes even Color of the supreme king... Ik it takes time to get there but still concerned",1,0.7814,Positive,YouTube
2026-01-13,"Jujur masih agak gimana gitu ama Zoro, bukan karna aktornya tapi karna karakternya dibikin terlalu cool, Zoro kan kocak juga yak😂 kalo yg ini ngebayangin dia tersesat aja nggk nyampe gw

BtW Robin nya tjakep🫶🏼",1,0.6369,Positive,YouTube
2026-01-13,"OMG😯
This gonna be crazyy series in 2026🤗💗",1,0.8271,Positive,YouTube
2026-01-13,Robin’s actress is turning me into Sanji,1,0.0,Neutral,YouTube
2026-01-13,𝘈𝘣𝘴𝘰𝘭𝘶𝘵𝘦 𝘊𝘪𝘯𝘦𝘮𝘢 ! ! ! 🔥✋🏻🙂🤚🏻🔥,1,0.7338,Positive,YouTube
2026-01-13,0:06 what is this place?,1,0.0,Neutral,YouTube
2026-01-13,😼,1,0.3612,Positive,YouTube
2026-01-13,Please make enel eminem,1,0.3182,Positive,YouTube
2026-01-13,ROBINNNNNNN,1,0.0,Neutral,YouTube
2026-01-13,Imagine if they adapt Zoro screaming “LUFFY!!!!” at the top of his lungs,1,-0.453,Negative,YouTube
2026-01-13,This is exactly as I had hoped.,1,0.3818,Positive,YouTube
2026-01-13,Black vivi 😨 pale Arab princess doesn't exist according to oda,1,-0.4939,Negative,YouTube
2026-01-13,Well vivi got a an upgrade in a certain region.  But tbh I don't like the voice of Robin. Besides that tho it looks good,1,0.5081,Positive,YouTube
2026-01-13,Jesus H. Christ. Why?  I feel embarassment.,1,0.0,Neutral,YouTube
2026-01-13,Loved the 1st season eagerly waiting for the 2nd,1,0.7579,Positive,YouTube
2026-01-16,"Best casting crew from a live action show, i think",1,0.6369,Positive,YouTube
2026-01-16,zoro's swords on fire?,1,-0.34,Negative,YouTube
2026-01-16,TWO PIECE!,1,0.0,Neutral,YouTube
2026-01-16,Set sail !!!!! 🏴‍☠️,1,0.0,Neutral,YouTube
2026-01-16,"I named my daughter Fleur bcs of Robin, so happy that this Robin 100% captured the image of our Robin..cant wait for season 2 and Enies Lobby arc",1,0.7042,Positive,YouTube
2026-01-12,W CAST for The Demon Child,1,0.0,Neutral,YouTube
2026-01-12,why did they treat Vivi so badly i mean why she looks beautiful anime now she looks even worse then nami's live action sister.,1,0.0276,Neutral,YouTube
2026-01-12,Vivi <3 <3 <3 <3 <3 <3 <3,1,0.9601,Positive,YouTube
2026-01-16,The cringefest continues😂,1,0.4404,Positive,YouTube
2026-01-13,Jesus. Robin is GORGEOUS!,1,0.7206,Positive,YouTube
2026-01-13,LET'S GOOOOO,1,0.0,Neutral,YouTube
2026-01-13,I need the karoo reveal. And if he's not in it im suing.,1,-0.2732,Negative,YouTube
2026-01-16,Robin Looks Like Cosplayer Trash,1,0.3612,Positive,YouTube
2026-01-16,Its about time,1,0.0,Neutral,YouTube
2026-01-16,too much diversity for me . wont watch this season either.  you can watch black igaram. i wont.,1,0.0,Neutral,YouTube
2026-01-16,Wow...it looks amazing for a series that was shot in Africa.... credit is given where it's due,1,0.7506,Positive,YouTube
2026-01-16,"Хуйня, весь ваш запад и Россия. Все хуйня и Ютуб с вк",1,0.0,Neutral,YouTube
2026-01-12,Gear??,1,0.0,Neutral,YouTube
2026-01-12,Nico Robin will join the Straw Hats later in the season.,1,0.296,Positive,YouTube
2026-01-12,"the stacks are high. season one was ok-ish. now the hype is huge and after watching the trailer for season two, i feel a bit disappointed. but robin looks great and mr 3 also. lets see.",1,0.7391,Positive,YouTube
2026-01-13,Vivi sucks man...,1,-0.3612,Negative,YouTube
2026-01-13,Please have the crocus gag 🤞,1,-0.0258,Neutral,YouTube
2026-01-14,Gonna be so fire,1,-0.4795,Negative,YouTube
2026-01-13,I’m so excited to watch it ❤,1,0.7841,Positive,YouTube
2026-01-13,Robin cwaannnn 😍,1,0.4588,Positive,YouTube
2026-01-13,"Ugh.. vivi to black, not to my like, gonna skip this season 2. and i am not trying to be racist, i just don't like with this blackwashing politics. in my country there is many black people and we are okay and fun. just don't mix politics and movie.",1,-0.7022,Negative,YouTube
2026-01-13,Y’all ready for indiabasta,1,0.3612,Positive,YouTube
2026-01-13,Yooo vivi is sickk,1,0.0,Neutral,YouTube
2026-01-13,I'm afraid karoo not gonna be in it,1,0.0,Neutral,YouTube
2026-01-13,"It looks so amazing, I had goosebumps watching this and also teared up quite a bit!🥺💖✨",1,0.9307,Positive,YouTube
2026-01-13,"If every season are one or 2 story arc combine, mean we will have minimum 10 seasons Netflix's One Piece ? ... oh my lord.",1,0.0,Neutral,YouTube
2026-01-14,"You can always count on good old Netflix to race swap characters, it's their fetish
And in case anyone says ""Oda himself approved/picked the actress!"" You really think when Netflix gives him a list of black actress, he can just ask ""Um, can you give me a white actress?""
Japanese understand you must sell vegetables if your customers are vegans, and you must add in some black characters if your audiences are Westerners, because they're all freaks",1,0.4199,Positive,YouTube
2026-01-13,"Netflix, pls dont ruin that one moment. when nami, vivi, zoro breakfree from Mr. 3's candle tower, zoro have to be shirtless",1,0.5223,Positive,YouTube
2026-01-13,"Robin fans, we won.",1,0.5719,Positive,YouTube
2026-01-13,Nice,1,0.4215,Positive,YouTube
2026-01-13,I am so excited!!!! And I have never said that about One Piece before. I'm so happy this show is embracing the silly of it all but I am bummed we didnt' see Chopper...Still excitement level is a 100/out of 10!,1,0.4029,Positive,YouTube
2026-01-13,BLOX FRUITS GANG ASSEMBLE!,1,0.0,Neutral,YouTube
2026-01-13,Vivi is 😂😂😂,1,0.8271,Positive,YouTube
2026-01-13,"Only have one complaint, fvkn black supremacy. Robin white while vivi dark ? Do not change the original fvkn American",1,-0.4519,Negative,YouTube
2026-01-13,"I appreciate that are trying to stay uh ""'true"" to the story beats, but man why watch this when you have hundreds of episodes of the anime? Honestly really wish ""adapt"" all anime would die because it just doesn't work the same no matter how hard they lean into it, but as long as netflix is desperate for content to keep the subs active...",1,0.6461,Positive,YouTube
2026-01-13,wheres crocodile and mr 1?,1,0.0,Neutral,YouTube
2026-01-16,Vivi and Robin swap their skin😅,1,0.3612,Positive,YouTube
2026-01-13,Oh no I fell in love for Robin all over again,1,0.4588,Positive,YouTube
2026-01-13,THAT GUITAR INTRO THOUGH!!!,1,0.0,Neutral,YouTube
2026-01-13,Yesssssss,1,0.0,Neutral,YouTube
2026-01-13,"தமிழ்த்தாய் வாழ்க 
தலைவர் பிரபாகரன் வாழ்க",1,0.0,Neutral,YouTube
2026-01-13,"It's beautiful 

I've watched this trailer for the past five hours",1,0.5994,Positive,YouTube
2026-01-13,Wow. This looks amazing. I just hope the show gets through Enies Lobby. I would love to see the casting for CP9.,1,0.9413,Positive,YouTube
2026-01-13,Looks soo good!!!,1,0.5826,Positive,YouTube
2026-01-13,Lera Abova 😍😍😍,1,0.8402,Positive,YouTube
2026-01-13,Cringe af....,1,0.0,Neutral,YouTube
2026-01-13,Daymn Robin look good,1,0.4404,Positive,YouTube
2026-01-13,I just hate how trash the soundtrack is.,1,-0.5719,Negative,YouTube
2026-01-13,"😮Yes,that's One Piece for you!😮😊",1,0.7424,Positive,YouTube
2026-01-14,February can't come fast enough dawg.. we need these next two months over with.,1,0.0,Neutral,YouTube
2026-01-14,MR 333333 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 MR 3 !!! MR 333333333333333333,1,0.0,Neutral,YouTube
2026-01-13,Where Karoo?,1,0.0,Neutral,YouTube
2026-01-13,I wanna lick Robin chwaans armpits🤤🤤,1,0.0,Neutral,YouTube
2026-01-13,Anime is live action is just cringe,1,0.0,Neutral,YouTube
2026-01-13,I see a ripped jacket that Luffy is going to owe Nami for that he’ll never repay with that the 300% interest,1,0.4588,Positive,YouTube
2026-01-13,Why does EVERYTHING including the logo look so half-assed? I guess you really do lose that anime magic when turning something live action that wasn't supposed to be.,1,-0.4549,Negative,YouTube
2026-01-14,This is the only live action adaption of an anime that I actually have liked and been excited about.,1,0.6369,Positive,YouTube
2026-01-13,Im tired of seeing all the AI trailers trying to farm views. Nice to see the actual real one lol,1,0.4019,Positive,YouTube
2026-01-16,I love Robin but can I see more of Vivi too? The actress was really good in Bridgerton.,1,0.7839,Positive,YouTube
2026-01-16,Robin my love 😍😍😍😍,1,0.9451,Positive,YouTube
2026-01-16,Man that woman playing robin is amazing 🤩 can’t wait to see her,1,0.6808,Positive,YouTube
2026-01-16,Robinschwaaaaan!,1,0.0,Neutral,YouTube
2026-01-16,"kok hitam sih vivi nya, anjirr",1,0.0,Neutral,YouTube
2026-01-16,"Very, very excited for this one. One of my most expected things of this year.",1,0.4536,Positive,YouTube
2026-01-16,Live action shonen jump is cringe worthy at best. GL. You’re going to need it,1,0.7964,Positive,YouTube
2026-01-16,"Just in time, I am getting sick of the Somalia piirates of Minnesota.  Lets see some pirates with ethics, morals, friendship, and kindness.",1,0.3818,Positive,YouTube
2026-01-16,ROBIN AND CHOPPER OMG,1,0.0,Neutral,YouTube
2026-01-16,Igaram was done right in the 3 seconds he was shown in the trailer,1,0.0,Neutral,YouTube
2026-01-14,Somethings just don't translate well into live-action.,1,-0.2057,Negative,YouTube
2026-01-14,ROBIN CHWAAAANNNN!,1,0.0,Neutral,YouTube
2026-01-14,smash next question,1,0.0,Neutral,YouTube
2026-01-13,"The only drawback in the series are the fighting scenes.  Should the fights look like Ruroni Kenshin, or YuYu Hakusho, this series will be perfection.",1,0.25,Positive,YouTube
2026-01-13,hype. imagine if someone did a serious/dark one piece. like... as a joke of what could've gone wrong.,1,0.1531,Positive,YouTube
2026-01-13,I'm waiting for that Luffy punching VIVI scene.,1,0.0,Neutral,YouTube
2026-01-13,Can we get much higher…,1,0.0,Neutral,YouTube
2026-01-13,"For someone who hasn't watched One Piece, is this how it goes in the anime?",1,0.0,Neutral,YouTube
2026-01-14,Can't wait for this 😭😭☺️☺️,1,-0.0516,Negative,YouTube
2026-01-14,Netflix's answer to Pirate Of The Caribbean is back,1,0.0,Neutral,YouTube
2026-01-14,8,1,0.0,Neutral,YouTube
2026-01-14,Loookism season 2 anime,1,0.0,Neutral,YouTube
2026-01-13,Robin looks so fine in live action 😍,1,0.656,Positive,YouTube
2026-01-13,Awesome ONE PIECE: Season 2 Official Teaser.,1,0.4767,Positive,YouTube
2026-01-13,"Netflix and race swapping, name a better duo",1,0.4404,Positive,YouTube
2026-01-13,1:08 Shradha Kapoor 😅 Damn,1,-0.0516,Negative,YouTube
2026-01-13,0:48 i want robin to say my name slowly like that,1,0.4215,Positive,YouTube
2026-01-13,"vivi she looks beautiful,",1,0.5994,Positive,YouTube
2026-01-13,ROBIN CHWAAAN!!!!,1,0.0,Neutral,YouTube
2026-01-14,Miss all sunday,1,-0.1531,Negative,YouTube
2026-01-14,Nico Robin is perfect same with the Straw Hats. I can't wait for this show to get aired. 😄,1,0.8481,Positive,YouTube
2026-01-16,"Such a pity this wont last..at this rate 8 episodes every 3 years the actors will die of age before reaching the middle of the story lol I dont understand... before we had 20+ episodes per year of a show, now we get 8 in 3 years and with luck.",1,0.128,Positive,YouTube
2026-01-12,why is Vivi black? Tf is this shit.,1,-0.6428,Negative,YouTube
2026-01-12,Oh man can't wait for zoro to almost cut off his legs :D,1,0.4983,Positive,YouTube
2026-01-12,On my birthday aaaaaah,1,0.0,Neutral,YouTube
2026-01-12,"Robin looking good 👍 
VIVI NOT LOOKING GOOD 👎",1,-0.0125,Neutral,YouTube
2026-01-12,I’m sold completely,1,0.0,Neutral,YouTube
2026-01-12,Miss All Sunday Doce Fleurs my ball please,1,0.1779,Positive,YouTube
2026-01-12,"AFTER STRANGER THINGS HAS ENDED, NOW THE ONE PIECE IS BACK 🔥",1,-0.34,Negative,YouTube
2026-01-12,1:27 mami robin❤,1,0.6369,Positive,YouTube
2026-01-12,Omg Robin my Queen! 😍,1,0.5093,Positive,YouTube
2026-01-14,The only perfect casting is Nami and Zoro here.,1,0.5719,Positive,YouTube
2026-01-13,We need to boycott and have them recast Vivi.,1,-0.3182,Negative,YouTube
2026-01-13,My robin❤❤,1,0.8555,Positive,YouTube
2026-01-13,Kilo admiral💀💀🥀,1,0.3182,Positive,YouTube
2026-01-13,Nico Robin is perfect! The actress was burn for this role😍,1,0.7901,Positive,YouTube
2026-01-13,looks like crap,1,-0.0258,Neutral,YouTube
2026-01-13,"Oreva..
Mr.Prince 🔥",1,-0.34,Negative,YouTube
2026-01-13,😄,1,0.6705,Positive,YouTube
2026-01-13,It's incredible! I really love it!,1,0.7462,Positive,YouTube
2026-01-13,Robin!!😍😍😍,1,0.8619,Positive,YouTube
2026-01-14,I want to see gear 5 and Wano arc how long it will take😅😅😅😅😅😅😅😅😅❤❤❤❤❤❤,1,0.9932,Positive,YouTube
2026-01-14,Robin’s actor is stunning 😍,1,0.6808,Positive,YouTube
2026-01-14,Robin lost that tan huh?,1,-0.3182,Negative,YouTube
2026-01-14,"Im getting pirates of thr Caribbean vibes from the trailer, hopefully that vibe carries a little into S2",1,0.4019,Positive,YouTube
2026-01-14,The best trailer i have ever seen,1,0.6369,Positive,YouTube
2026-01-14,I always think vivi is medditerranian,1,0.0,Neutral,YouTube
2026-01-13,I wish we got our boy Brook on here,1,0.4019,Positive,YouTube
2026-01-13,"Robin Sexy, Vivi Sweet Baby Ink",1,0.7506,Positive,YouTube
2026-01-13,vivi is so hot,1,0.0,Neutral,YouTube
2026-01-13,Just the guns in the hair 😂,1,0.4404,Positive,YouTube
2026-01-13,Banger dropped 🤌💥💥,1,-0.6124,Negative,YouTube
2026-01-13,ROBINS SO GORGEOUS OHHHH IM DRIPPING,1,0.6478,Positive,YouTube
2026-01-13,Robin😍😍😍😍😍😍😍,1,0.9638,Positive,YouTube
2026-01-14,Netflix is a terrible streaming service that will not assist when someone else is committing fraud against you. Every Netflix user needs to check no one else is using your Netflix subscription to pay for their viewing pleasure.,1,-0.6705,Negative,YouTube
2026-01-14,I love how this show stays true to the original source material as much as possible. That’s more than I can say for a lot of live action anime adaptations.,1,0.8519,Positive,YouTube
2026-01-12,Where is vivi ?.. OH! NI-,1,0.0,Neutral,YouTube
2026-01-16,LET'S GO I MISS MY STRAW HATS,1,-0.1531,Negative,YouTube
2026-01-16,Where crocodile 😮,1,0.0,Neutral,YouTube
2026-01-12,Why so many Race swapping,1,0.0,Neutral,YouTube
2026-01-16,miss ma'am i am afraid my gay ass is already down on one knee because of THAT face card...,1,-0.6249,Negative,YouTube
2026-01-14,Anyone here just for Nico Robin 😮,1,0.0,Neutral,YouTube
2026-01-14,ITS SO PEAK,1,0.0,Neutral,YouTube
2026-01-13,I dont remember a lot of these scene from anime 😢😢😢...,1,-0.8519,Negative,YouTube
2026-01-13,ROBIN IS MOMMY,1,0.0,Neutral,YouTube
2026-01-13,guys I find it crazy that the live action comes on March the 10th which is definitely not my birthday ahahaha 😀,1,0.4215,Positive,YouTube
2026-01-13,"Ayyy this looks badass, this comes out the same day as the English Volume 111 does.",1,0.34,Positive,YouTube
2026-01-13,Robin. 🤤🤤🤤☺️☺️,1,0.7184,Positive,YouTube
2026-01-13,What the f.. when did Lily had dark skin 😠,1,-0.5106,Negative,YouTube
2026-01-13,lera abova i would love to be your slave 😁,1,0.802,Positive,YouTube
2026-01-13,Finally 🥺,1,0.0,Neutral,YouTube
2026-01-13,Can’t wait. I am so excited for this one.,1,0.4795,Positive,YouTube
2026-01-16,Thats a weird way to spell episode 9 of stranger things,1,-0.1779,Negative,YouTube
2026-01-16,"wtf is that casting XDDDDDDDDDD That chick looks nothing like Vivi and Robins Actress is kinda too young, she doesn't display Robins maturity",1,-0.7105,Negative,YouTube
2026-01-17,Way too much race swapping already and its just the teaser trailer Jesus christ.,1,-0.25,Negative,YouTube
2026-01-17,Oh I'm here for it ❤️❤️,1,0.0,Neutral,YouTube
2026-01-16,Better cast Eminem as enel or I’m gonna crash out,1,0.0516,Positive,YouTube
2026-01-13,Where is Ace 🔥,1,-0.34,Negative,YouTube
2026-01-13,If Hancock is black or Indian....  I'll stop watching one piece,1,-0.296,Negative,YouTube
2026-01-13,Finally they brought atleast one big TTs girl,1,0.0,Neutral,YouTube
2026-01-13,Love so muchhhh ❤❤❤❤,1,0.9728,Positive,YouTube
2026-01-13,nah bro. even this came out before gta 6💀,1,-0.1027,Negative,YouTube
2026-01-13,I m just waiting for the perfect person who can say ‘Mugiwara’ by Crocodile,1,0.5719,Positive,YouTube
2026-01-13,Race swapping shouldn't be a thing.,1,0.0,Neutral,YouTube
2026-01-13,Nico Robin perfect casting 😊,1,0.8658,Positive,YouTube
2026-01-17,lets goo!,1,0.0,Neutral,YouTube
2026-01-16,"And there is the racist race swaps. thanks netflix. pass. Any real fan of one piece sees this crap for what it is. a rewriting of a beloved anime for a ""mOdeRn AudiEnCe""",1,0.128,Positive,YouTube
2026-01-17,MARCH 10!!!!!,1,0.0,Neutral,YouTube
2026-01-17,AHHHH ROBINNNN SWAAAN ❤❤❤,1,0.9274,Positive,YouTube
2026-01-12,Here.,1,0.0,Neutral,YouTube
2026-01-13,"Falta de respeto con nefertaly Lili, la inclusión no lleva a nada en estos tiempos… no veré esta serie, oda nunca aprobaría eso !",1,-0.5707,Negative,YouTube
2026-01-13,Robin is so nice 😭,1,0.0651,Positive,YouTube
2026-01-13,My queen,1,0.0,Neutral,YouTube
2026-01-13,robinnn😍😍😍,1,0.8402,Positive,YouTube
2026-01-13,I think we can see legendary luffy vs zoro in this season,1,0.0,Neutral,YouTube
2026-01-13,Zoro and luffy said Shut up and go away with battle AND WITHOUT FIGHT!!!!!!😡😡,1,0.317,Positive,YouTube
2026-01-13,igaram my goat,1,0.0,Neutral,YouTube
2026-01-13,Mat karo anime ko cringe mat banao please 😢,1,-0.2023,Negative,YouTube
2026-01-13,robin channnnn😭😭😭❤❤❤❤,1,0.8591,Positive,YouTube
2026-01-16,a hideous black as Vivi? lol lmao even no thanks,1,0.6479,Positive,YouTube
2026-01-16,This masterpiece has been ruined by 'Woke Multiculturism'....,1,0.25,Positive,YouTube
2026-01-17,shes literally perfect for robin.,1,0.5719,Positive,YouTube
2026-01-17,"wait wait Robin isnt suppose to be white yet, that happens later in the story.",1,0.0,Neutral,YouTube
2026-01-12,Good now The One Piece Remake Trailer By Wit Studio PLS,1,0.6037,Positive,YouTube
2026-01-12,วันพีช❤,1,0.6369,Positive,YouTube
2026-01-17,FUN!!!,1,0.6341,Positive,YouTube
2026-01-14,Vivi is back wtf,1,-0.5859,Negative,YouTube
2026-01-13,everybody so excited about this!! 🥰🥰✨✨,1,0.9701,Positive,YouTube
2026-01-13,Yowza! Can’t wait!,1,0.0,Neutral,YouTube
2026-01-13,why is Vivi black 💔,1,0.2732,Positive,YouTube
2026-01-13,Fight scenes look ass man they should have good fast choreography,1,-0.4939,Negative,YouTube
2026-01-13,0:17 look at my boi 3,1,0.0,Neutral,YouTube
2026-01-13,brotha we thought the movies in 2026 r alrdy crazy n i see THIS in my recommendation??!!,1,-0.5178,Negative,YouTube
2026-01-13,Will this show reach elbaph ?,1,0.0258,Neutral,YouTube
2026-01-13,And they said they filmed season 2.3 back to back?,1,0.0,Neutral,YouTube
2026-01-13,Doce Fleur gave me chills 😍😍😍,1,0.8402,Positive,YouTube
2026-01-13,0:22. Meloreeen!,1,0.0,Neutral,YouTube
2026-01-13,Nicooo Robinnnnnnnn ❣,1,0.6369,Positive,YouTube
2026-01-13,"Nice Robin looks like a fantastic Cast, cant wait",1,0.836,Positive,YouTube
2026-01-13,Netflix found lifetime content 💀,1,0.0,Neutral,YouTube
2026-01-13,What have they done to Vivi? F*cking Netflix they made her Black 💀,1,0.0,Neutral,YouTube
2026-01-13,I don't like this.,1,-0.2755,Negative,YouTube
2026-01-13,"I hope they make it follow the same events as the anime because the first part is similar to the islands and stuff, but the crew's behavior isn't like the anime. As we know, in the anime Luffy loves food, but in this real-life version, Luffy doesn't care about food. I love Luffy and his appetite. ❤",1,0.9381,Positive,YouTube
2026-01-13,What are we working on season three through 20 already before they all quit and don’t wanna continue acting as their characters and ruin the show,1,-0.5859,Negative,YouTube
2026-01-13,1:26 omg 😮,1,0.0,Neutral,YouTube
2026-01-13,Even after the seasonal premieres one piece never fails to order perfection!,1,0.7449,Positive,YouTube
2026-01-13,Robin is peak❤,1,0.6369,Positive,YouTube
2026-01-13,Can we cast Timothee chalamet as ACE please?,1,0.3182,Positive,YouTube
2026-01-13,Maah maah maah 🗣️🗣️🗣️,1,0.0,Neutral,YouTube
2026-01-13,Damn this looks fire 🔥,1,-0.7579,Negative,YouTube
2026-01-13,"This season will be amazing... 
Luffy's yellow jacket ❤",1,0.8402,Positive,YouTube
2026-01-13,look i aint no racist but dawg atleast cast an arabian actress to play viv,1,0.3135,Positive,YouTube
2026-01-13,Bro before GTA 6 no way,1,-0.296,Negative,YouTube
2026-01-13,I know some might hate it back I am really okay with Vivi aka Miss Wednesday being black!!!,1,-0.6102,Negative,YouTube
2026-01-17,One of the BEST series on Netflix. Hands down!,1,0.7371,Positive,YouTube
2026-01-12,YESSSSSSSSSSSS,1,0.0,Neutral,YouTube
2026-01-12,Eagerly waiting for season 2....♥️,1,0.7783,Positive,YouTube
2026-01-12,Uff Nico Robin,1,0.0,Neutral,YouTube
2026-01-12,AHHHH OMAYGAADDDD,1,0.0,Neutral,YouTube
2026-01-13,Peak,1,0.0,Neutral,YouTube
2026-01-13,Es negro?,1,0.0,Neutral,YouTube
2026-01-13,What the purpose making a live action if the character not look like in the anime,1,-0.2755,Negative,YouTube
2026-01-13,"Literally for those who started with the live-action, these are the arcs of the point of no return where ONE PIECE BECOMES YOUR LIFE AND YOUR DAY-TO-DAY ROUTINE 🤍☝🏻",1,-0.296,Negative,YouTube
2026-01-13,Woohoo!!,1,0.5972,Positive,YouTube
2026-01-13,I'm so happy they're doing so right by Oda.,1,0.6115,Positive,YouTube
2026-01-13,"Damn I had goosebumps, chills and heart palpations at the same time 😂😂 so excited. Zoro and Robin looks fabulous",1,0.9302,Positive,YouTube
2026-01-17,And people be hating One Piece.. Lol.. Huge respect to the cast and crews and all the members for. actually pulling this off so beautifully....❤,1,0.9338,Positive,YouTube
2026-01-17,i would've laughed my ahh off if they were to suddenly play immigrant song.,1,0.6597,Positive,YouTube
2026-01-17,ROBINN SWANNN,1,0.0,Neutral,YouTube
2026-01-12,"Legends who come here before 30min
👇👇👇",1,0.0,Neutral,YouTube
2026-01-12,Let’s freaking goooooo 🥳🥳🥳,1,0.6124,Positive,YouTube
2026-01-12,LETSSSS GOOOOO STRAW HATS❤,1,0.6369,Positive,YouTube
2026-01-17,epic,1,0.0,Neutral,YouTube
2026-01-17,Vivi oglay,1,0.0,Neutral,YouTube
2026-01-13,Is it bad that now I've seen her in action i just want season 3 already so we can have Robin in the crew? Can't wait for this!!,1,-0.5837,Negative,YouTube
2026-01-13,"I am looking forward to ""Mr. Prince"" 😂",1,0.4404,Positive,YouTube
2026-01-13,Wokflix will ruin this show too,1,-0.5859,Negative,YouTube
2026-01-13,nevermind robin... where's my boy bon clay?!!,1,0.0,Neutral,YouTube
2026-01-13,I pray this series lasts at least a few more seasons... I wanna see the full Alabasta arc in live action!,1,0.3802,Positive,YouTube
2026-01-13,I didn't even know first season has how many episodes i need to watch it I have finished stranger things 😄,1,0.6705,Positive,YouTube
2026-01-13,Nico Robin🔥🔥🔥,1,-0.7351,Negative,YouTube
2026-01-13,Nico Robin!,1,0.0,Neutral,YouTube
2026-01-13,i like it following from kenya,1,0.3612,Positive,YouTube
2026-01-13,I cant tell if the cgi is great or awful,1,0.2732,Positive,YouTube
2026-01-13,Looks really good,1,0.4927,Positive,YouTube
2026-01-13,真想馬上就看,1,0.0,Neutral,YouTube
2026-01-13,Vivi got niggafied,1,0.0,Neutral,YouTube
2026-01-13,I need a Tanned Nico Robin,1,0.0,Neutral,YouTube
2026-01-13,Magic🪄,1,0.0,Neutral,YouTube
2026-01-13,YAHAHAHAHAHGAHAHGAHAGABWHSVSYE ITS HERE,1,0.0,Neutral,YouTube
2026-01-13,Woke feminist progressive girl-boss LBGTQ representation is alive and well.   Can't wait to NOT see this absurdity.  Another $150 million woke investment put into a dumpster and set ablaze (metaphor for giving woke creatives/writers an action movie).,1,0.6705,Positive,YouTube
2026-01-13,Peak peak peak peak peak i cant wait,1,0.0,Neutral,YouTube
2026-01-13,"PLEASE stop wasting Oda´s time on this crap, he should focus on the manga when the good things happens.. this netflix show is just to make money, the didn´t think the actors will grow and these story will be unfinished for obviously reasons..",1,-0.2422,Negative,YouTube
2026-01-13,AAAAAAH ROBIN IS SO SEXY!!!!,1,0.7604,Positive,YouTube
2026-01-13,caste is sexy as fk,1,0.5267,Positive,YouTube
